,Species,Common_Name,Category,Presence_Type,Kingdom,Phylum,Class,Order,Family,Location 1,Location 2,Location 3,Location 4,Location 5,Location 6,Location 7,Location 8,Location 9,Location 10,Location 11,Location 12,Location 13,Location 14,Location 15,Location 16,
514,Cyanoramphus novaezelandiae subflavescens,"Lord Howe Tasman Parakeet, Red-crowned Parakeet (Lord Howe Island)",Extinct,Extinct,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,NSW,,,,,,,,,,,,,,,,
515,Cyathea exilis,,Endangered,Endemic,Plantae,Polypodiophyta,Polypodiatae,Cyatheales,Cyatheaceae,QLD,,,,,,,,,,,,,,,,
516,Cycas cairnsiana,a cycad,Vulnerable,Endemic,Plantae,Cycadophyta,Cycadatae,Cycadales,Cycadaceae,QLD,,,,,,,,,,,,,,,,
517,Cycas megacarpa,,Endangered,Endemic,Plantae,Cycadophyta,Cycadatae,Cycadales,Cycadaceae,QLD,,,,,,,,,,,,,,,,
518,Cycas ophiolitica,,Endangered,Endemic,Plantae,Cycadophyta,Cycadatae,Cycadales,Cycadaceae,QLD,,,,,,,,,,,,,,,,
519,Cycas platyphylla,a cycad,Vulnerable,Endemic,Plantae,Cycadophyta,Cycadatae,Cycadales,Cycadaceae,QLD,,,,,,,,,,,,,,,,
520,Cycas silvestris,,Vulnerable,Endemic,Plantae,Cycadophyta,Cycadatae,Cycadales,Cycadaceae,QLD,,,,,,,,,,,,,,,,
521,Cyclodomorphus praealtus,Alpine She-oak Skink,Endangered,Present,Animalia,Chordata,Reptilia,Squamata,Scincidae,NSW, VIC,,,,,,,,,,,,,,,
522,Cyclophyllum costatum,a shrub,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,QLD,,,,,,,,,,,,,,,,
523,Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,Endangered,Present,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,NSW, QLD,,,,,,,,,,,,,,,
524,Cynanchum elegans,White-flowered Wax Plant,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,NSW,,,,,,,,,,,,,,,,
525,Cyperus cephalotes,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,QLD,,,,,,,,,,,,,,,,
526,Cyperus semifertilis,,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,NSW, QLD,,,,,,,,,,,,,,,
527,Cyphanthera odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,WA,,,,,,,,,,,,,,,,
528,Cyrtodactylus sadleiri,Christmas Island Giant Gecko,Endangered,Present,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,AET, CI,,,,,,,,,,,,,,,
529,Daphnandra johnsonii,Illawarra Socketwood,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Monimiaceae,NSW,,,,,,,,,,,,,,,,
530,Darwinia acerosa,Fine-leaved Darwinia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
531,Darwinia apiculata,Scarp Darwinia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,WA,,,,,,,,,,,,,,,,
532,Darwinia biflora,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,NSW,,,,,,,,,,,,,,,,
533,Darwinia carnea,"Mogumber Bell, Narrogin Bell",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
534,Darwinia chapmaniana,Chapman's Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
535,Darwinia collina,Yellow Mountain Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
536,Darwinia ferricola,Scott River Darwinia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
537,Darwinia foetida,Muchea Bell,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
538,Darwinia masonii,Mason's Darwinia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
539,Darwinia meeboldii,Cranbrook Bell,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
540,Darwinia nubigena,"Success Bell, Red Mountain Bell",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
541,Darwinia oxylepis,Gillam's Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
542,Darwinia polychroma,Harlequin Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
543,Darwinia squarrosa,"Fringed Mountain Bell, Pink Mountain Bell",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
544,Darwinia whicherensis,Abba Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
545,Darwinia wittwerorum,Wittwer's Mountain Bell,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,WA,,,,,,,,,,,,,,,,
546,Dasymalla axillaris,Native Foxglove,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,WA,,,,,,,,,,,,,,,,
547,Dasyornis brachypterus,Eastern Bristlebird,Endangered,Present,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,NSW, QLD, TER, VIC,,,,,,,,,,,,,
548,Dasyornis broadbenti litoralis,"Rufous Bristlebird (western), South-western Rufous Bristlebird",Extinct,Extinct,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,WA,,,,,,,,,,,,,,,,
549,Dasyornis longirostris,Western Bristlebird,Endangered,Endemic,Animalia,Chordata,Aves,Passeriformes,Pardalotidae,WA,,,,,,,,,,,,,,,,
550,Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat ",Vulnerable,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NT, QLD, SA,,,,,,,,,,,,,,
551,Dasyurus geoffroii,"Chuditch, Western Quoll",Vulnerable,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,WA,,,,,,,,,,,,,,,,
552,Dasyurus geoffroii,"Chuditch, Western Quoll",Vulnerable,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NSW, NT, QLD, SA,,,,,,,,,,,,,
553,Dasyurus hallucatus,"Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NT, QLD, WA,,,,,,,,,,,,,,
554,Dasyurus maculatus gracilis,"Spotted-tailed Quoll (North Queensland), Yarri ",Endangered,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,QLD,,,,,,,,,,,,,,,,
555,Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,ACT, NSW, QLD, SA, TER, VIC,,,,,,,,,,,
556,Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",Vulnerable,Endemic,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,TAS,,,,,,,,,,,,,,,,
557,Dasyurus viverrinus,"Eastern Quoll, Luaner",Endangered,Present,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae,NSW, SA, TAS, VIC,,,,,,,,,,,,,
558,Davidsonia jerseyana,Davidson's Plum,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Cunoniaceae,NSW,,,,,,,,,,,,,,,,
559,Davidsonia johnsonii,"Smooth Davidsonia, Smooth Davidson's Plum, Small-leaved Davidson's Plum",Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Cunoniaceae,NSW, QLD,,,,,,,,,,,,,,,
560,Daviesia bursarioides,Three Springs Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
561,Daviesia cunderdin,Cunderdin Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
562,Daviesia dielsii,Diels' Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
563,Daviesia discolor,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,QLD,,,,,,,,,,,,,,,,
564,Daviesia elongata subsp. elongata,Long-leaved Daviesia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
565,Daviesia euphorbioides,Wongan Cactus,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
566,Daviesia glossosema,Maroon-flowered Daviesia,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
567,Daviesia laevis,Grampians Bitter-pea,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,VIC,,,,,,,,,,,,,,,,
568,Daviesia megacalyx,Long-sepalled Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
569,Daviesia microcarpa,Norseman Pea,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
570,Daviesia obovata,Paddle-leaf Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
571,Daviesia ovata,Broad-leaf Daviesia,Critically Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
572,Daviesia pseudaphylla,Stirling Range Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
573,Daviesia speciosa,Beautiful Daviesia,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,WA,,,,,,,,,,,,,,,,
574,Decaspermum struckoilicum,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,QLD,,,,,,,,,,,,,,,,
575,Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,ACT, NSW, SA, VIC,,,,,,,,,,,,,
576,Delma mitella,"Atherton Delma, Legless Lizard",Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,QLD,,,,,,,,,,,,,,,,
577,Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,QLD,,,,,,,,,,,,,,,,
578,Delma torquata,"Adorned Delma, Collared Delma",Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,NSW,,,,,,,,,,,,,,,,
579,Dendrobium antennatum,Antelope Orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
580,Dendrobium bigibbum,Cooktown Orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
581,Dendrobium brachypus,Norfolk Island Orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,AET, NI,,,,,,,,,,,,,,,
582,Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
583,Dendrobium mirbelianum,"Dark-stemmed Antler Orchid, Mangrove Orchid",Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
584,Dendrobium nindii,an orchid,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
585,Denhamia parvifolia,Small-leaved Denhamia,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,QLD,,,,,,,,,,,,,,,,
586,Denisonia maculata,Ornamental Snake,Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Elapidae,QLD,,,,,,,,,,,,,,,,
587,Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Present,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,ACR, AET, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA,,
588,Desmodium acanthocladum,Thorny Pea,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,NSW,,,,,,,,,,,,,,,,
589,Deyeuxia appressa,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,NSW,,,,,,,,,,,,,,,,
590,Deyeuxia drummondii,"Drummond's Grass, Drummond Grass",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,WA,,,,,,,,,,,,,,,,
591,Deyeuxia lawrencei,,Extinct,Extinct,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,TAS,,,,,,,,,,,,,,,,
592,Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,VIC,,,,,,,,,,,,,,,,
593,Dianella amoena,Matted Flax-lily,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Liliales,Phormiaceae,TAS, VIC,,,,,,,,,,,,,,,
594,Dichanthium queenslandicum,King Blue-grass,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,QLD,,,,,,,,,,,,,,,,
595,Dichanthium setosum,bluegrass,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,NSW, QLD,,,,,,,,,,,,,,,
596,Didymoglossum exiguum,,Extinct,Extinct,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,QLD,,,,,,,,,,,,,,,,
597,Diomedea amsterdamensis,Amsterdam Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,OCE, WA,,,,,,,,,,,,,,,
598,Diomedea antipodensis,Antipodean Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,,,
599,Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,HI, NI, NSW, OCE, QLD, TAS, TER, VIC,,,,,,,,,
600,Diomedea dabbenena,Tristan Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,OCE, QLD, SA, WA,,,,,,,,,,,,,
601,Diomedea epomophora,Southern Royal Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,ANT, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,
602,Diomedea exulans,Wandering Albatross,Vulnerable,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,
603,Diomedea sanfordi,Northern Royal Albatross,Endangered,Present,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,ANT, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA,,,,,,
604,Diospyros mabacea,"Red-fruited Ebony, Silky Persimmon, Ebony",Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Ebenaceae,NSW,,,,,,,,,,,,,,,,
605,Diplazium cordifolium,,Vulnerable,Endemic,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae,QLD,,,,,,,,,,,,,,,,
606,Diplazium pallidum,,Endangered,Endemic,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Athyriaceae,QLD,,,,,,,,,,,,,,,,
607,Diploglottis campbellii,Small-leaved Tamarind,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,NSW, QLD,,,,,,,,,,,,,,,
608,Diplolaena andrewsii,,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
609,Dipodium campanulatum,Bell Flower Hyacinth Orchid,Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,SA, VIC,,,,,,,,,,,,,,,
610,Dipodium pictum,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,QLD,,,,,,,,,,,,,,,,
611,Dischidia litoralis,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Asclepiadaceae,QLD,,,,,,,,,,,,,,,,
612,Diuris aequalis,Buttercup Doubletail,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
613,Diuris basaltica,"Small Golden Moths Orchid, Early Golden Moths",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,VIC,,,,,,,,,,,,,,,,
614,Diuris bracteata,,Extinct,Extinct,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
615,Diuris drummondii,Tall Donkey Orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
616,Diuris eborensis,,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
617,Diuris flavescens,"Pale Yellow Doubletail, Wingham Doubletail",Critically Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
618,Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,VIC,,,,,,,,,,,,,,,,
619,Diuris lanceolata,Snake Orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,TAS,,,,,,,,,,,,,,,,
620,Diuris micrantha,Dwarf Bee-orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
621,Diuris ochroma,Pale Golden Moths,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW, VIC,,,,,,,,,,,,,,,
622,Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",Endangered,Present,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,ACT, NSW, QLD,,,,,,,,,,,,,,
623,Diuris praecox,Newcastle Doubletail,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
624,Diuris purdiei,Purdie's Donkey-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
625,Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,NSW,,,,,,,,,,,,,,,,
626,Dodonaea procumbens,Trailing Hop-bush,Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,ACT, NSW, SA, VIC,,,,,,,,,,,,,
627,Dodonaea rupicola,Velvet Hopbush,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,QLD,,,,,,,,,,,,,,,,
628,Dodonaea subglandulifera,Peep Hill Hop-bush,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,SA,,,,,,,,,,,,,,,,
629,Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
630,Drakaea confluens,Late Hammer-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
631,Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
632,Drakaea isolata,Lonely Hammer-orchid,Endangered,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
633,Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,WA,,,,,,,,,,,,,,,,
634,Dromaius ater,King Island Emu,Extinct,Extinct,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,TAS,,,,,,,,,,,,,,,,
635,Dromaius baudinianus,Kangaroo Island Emu,Extinct,Extinct,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,SA,,,,,,,,,,,,,,,,
636,Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Extinct,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,TAS,,,,,,,,,,,,,,,,
637,Drosera prolifera,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,QLD,,,,,,,,,,,,,,,,
638,Drosera schizandra,,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,QLD,,,,,,,,,,,,,,,,
639,Drummondita ericoides,Morseby Range Drummondita,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
640,Drummondita longifolia,Peak Charles Drummondita,Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,WA,,,,,,,,,,,,,,,,
641,Dryococelus australis,"Lord Howe Island Phasmid, Land Lobster",Critically Endangered,Endemic,Animalia,Arthropoda,Insecta,Phasmatodea,Phasmatidae,NSW,,,,,,,,,,,,,,,,
642,Duma horrida subsp. abdita,Remote Thorny Lignum,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,WA,,,,,,,,,,,,,,,,
643,Dysoxylum bijugum,"Sharkwood, a tree",Vulnerable,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,AET, NI,,,,,,,,,,,,,,,
644,Egernia rugosa,Yakka Skink,Vulnerable,Endemic,Animalia,Chordata,Reptilia,Squamata,Scincidae,QLD,,,,,,,,,,,,,,,,
645,Egernia rugosa,Yakka Skink,Vulnerable,Present,Animalia,Chordata,Reptilia,Squamata,Scincidae,NSW,,,,,,,,,,,,,,,,
646,Egernia stokesii badia,"Western Spiny-tailed Skink, Baudin Island Spiny-tailed Skink",Endangered,Endemic,Animalia,Chordata,Reptilia,Squamata,Scincidae,WA,,,,,,,,,,,,,,,,
647,Eidothea hardeniana,Nightcap Oak,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,NSW,,,,,,,,,,,,,,,,
648,Elaeocarpus sedentarius,Minyon Quandong,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae,NSW,,,,,,,,,,,,,,,,
649,Elaeocarpus williamsianus,Hairy Quandong,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Elaeocarpaceae,NSW,,,,,,,,,,,,,,,,
650,Elatostema montanum,Mountain Procris,Critically Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,AET, NI,,,,,,,,,,,,,,,
651,Eleocharis keigheryi,Keighery's Eleocharis,Vulnerable,Endemic,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,WA,,,,,,,,,,,,,,,,
652,Eleocharis obicis,a spike rush,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,NSW, VIC,,,,,,,,,,,,,,,
653,Eleocharis papillosa,Dwarf Desert Spike-rush,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,NT, SA, WA,,,,,,,,,,,,,,
654,Eleocharis retroflexa,a sedge,Vulnerable,Present,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,NT, QLD,,,,,,,,,,,,,,,
655,Elseya albagula,"Southern Snapping Turtle, White-throated Snapping Turtle",Critically Endangered,Present,Animalia,Chordata,Reptilia,Testudines,Chelidae,QLD,,,,,,,,,,,,,,,,
656,Elseya lavarackorum,Gulf Snapping Turtle,Endangered,Present,Animalia,Chordata,Reptilia,Testudines,Chelidae,NT, QLD,,,,,,,,,,,,,,,
657,Elusor macrurus,"Mary River Turtle, Mary River Tortoise",Endangered,Endemic,Animalia,Chordata,Reptilia,Testudines,Chelidae,QLD,,,,,,,,,,,,,,,,
658,Emoia nativitatis,"Christmas Island Forest Skink, Christmas Island Whiptail-skink",Critically Endangered,Present,Animalia,Chordata,Reptilia,Squamata,Scincidae,AET, CI,,,,,,,,,,,,,,,
659,Endiandra cooperana,,Endangered,Endemic,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,QLD,,,,,,,,,,,,,,,,
660,Endiandra floydii,Floyd's Walnut,Endangered,Present,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,NSW, QLD,,,,,,,,,,,,,,,
661,Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,Present,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,NSW, QLD,,,,,,,,,,,,,,,
662,Engaeus granulatus,Central North Burrowing Crayfish,Endangered,Endemic,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,TAS,,,,,,,,,,,,,,,,
663,Engaeus martigener,Furneaux Burrowing Crayfish,Endangered,Endemic,Animalia,Arthropoda,Malacostraca,Decapoda,Parastacidae,TAS,,,,,,,,,,,,,,,,
