,Species,Common_Name,Category,Presence_Type,Location,Kingdom,Phylum,Class,Order,Family
1114,Leucopogon marginatus,Thick-margined Leucopogon,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1115,Leucopogon nitidus,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae
1116,Leucopogon obtectus,Hidden Beard-heath,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1117,Leucopogon sp. Coolmunda (D.Halford Q1635),,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1118,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae
1119,Leucopogon sp. Ongerup (A.S. George 16682),,Vulnerable,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1120,Leucopogon spectabilis,Ironstone Beard-heath,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1121,Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Extinct,WA,Animalia,Chordata,Aves,Gruiformes,Rallidae
1122,Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,Endemic,WA,Animalia,Chordata,Reptilia,Squamata,Boidae
1123,Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Endemic,VIC,Animalia,Chordata,Aves,Passeriformes,Meliphagidae
1124,Limonium australe var. baudinii,Baudin's Sea-lavender,Vulnerable,Present,TAS,Plantae,Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae
1125,Limosa lapponica baueri,"Bar-tailed Godwit (baueri), Western Alaskan Bar-tailed Godwit",Vulnerable,Present,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae
1126,Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Bar-tailed Godwit (menzbieri)",Critically Endangered,Present,"NSW, NT, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Scolopacidae
1127,Limosella granitica,Granite Mudwort,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
1128,Lindsaea pulchella var. blanda,,Vulnerable,Endemic,QLD,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Lindsaeaceae
1129,Liopholis guthega,Guthega Skink,Endangered,Present,"NSW, VIC",Animalia,Chordata,Reptilia,Squamata,Scincidae
1130,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Present,"NT, SA, WA",Animalia,Chordata,Reptilia,Squamata,Scincidae
1131,Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Present,WA,Animalia,Chordata,Reptilia,Squamata,Scincidae
1132,Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Endemic,NT,Animalia,Chordata,Reptilia,Squamata,Scincidae
1133,Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Endemic,TAS,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae
1134,Litoria aurea,Green and Golden Bell Frog,Vulnerable,Extinct,ACT,Animalia,Chordata,Amphibia,Anura,Hylidae
1135,Litoria aurea,Green and Golden Bell Frog,Vulnerable,Present,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1136,Litoria booroolongensis,Booroolong Frog,Endangered,Present,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1137,Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Present,"ACT, NSW",Animalia,Chordata,Amphibia,Anura,Hylidae
1138,Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1139,Litoria kroombitensis,Kroombit Treefrog,Critically Endangered,Present,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1140,Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Vulnerable,Present,"NSW, TER, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1141,Litoria lorica,Armoured Mistfrog,Critically Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1142,Litoria myola,Kuranda Tree Frog,Critically Endangered,Present,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1143,Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1144,Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1145,Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Present,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Hylidae
1146,Litoria piperata,Peppered Tree Frog,Vulnerable,Endemic,NSW,Animalia,Chordata,Amphibia,Anura,Hylidae
1147,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Present,"ACT, NSW, SA, TAS, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1148,Litoria rheocola,Common Mistfrog,Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Hylidae
1149,Litoria spenceri,Spotted Tree Frog,Endangered,Present,"NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1150,Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Present,"ACT, NSW, VIC",Animalia,Chordata,Amphibia,Anura,Hylidae
1151,Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae
1152,Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Endemic,NT,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae
1153,Lobelia gelida,,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae
1154,Logania diffusa,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae
1155,Logania insularis,Kangaroo Island Logania,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae
1156,Lomatia tasmanica,King's Lomatia,Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1157,Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Endemic,NT,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae
1158,Lychnothamnus barbatus,a green alga,Endangered,Endemic,QLD,Plantae,Streptophyta,Streptophyta (no class),Charales,Characeae
1159,Lycopodium volubile,,Extinct,Extinct,QLD,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Lycopodiaceae
1160,Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
1161,Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1162,Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1163,Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1164,Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1165,Macarthuria keigheryi,Keighery's Macarthuria,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Molluginaceae
1166,Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,Endemic,NSW,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1167,Maccullochella macquariensis,Trout Cod,Endangered,Extinct,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1168,Maccullochella macquariensis,Trout Cod,Endangered,Present,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1169,Maccullochella mariensis,Mary River Cod,Endangered,Endemic,QLD,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1170,Maccullochella peelii,Murray Cod,Vulnerable,Present,"ACT, NSW, QLD, SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1171,Macquaria australasica,Macquarie Perch,Endangered,Extinct,SA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1172,Macquaria australasica,Macquarie Perch,Endangered,Present,"ACT, NSW, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1173,Macroderma gigas,Ghost Bat,Vulnerable,Present,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae
1174,Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Present,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1175,Macronectes halli,Northern Giant Petrel,Vulnerable,Present,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Procellariidae
1176,Macropteranthes montana,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae
1177,Macrotis lagotis,Greater Bilby,Vulnerable,Extinct,NSW,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae
1178,Macrotis lagotis,Greater Bilby,Vulnerable,Present,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae
1179,Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Extinct,Extinct,"NT, QLD, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae
1180,Macrozamia conferta,,Vulnerable,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1181,Macrozamia cranei,,Endangered,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1182,Macrozamia cranei,,Endangered,Present,NSW,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1183,Macrozamia lomandroides,cycad,Endangered,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1184,Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Endemic,NT,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1185,Macrozamia machinii,,Vulnerable,Present,"NSW, QLD",Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1186,Macrozamia occidua,,Vulnerable,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1187,Macrozamia parcifolia,,Vulnerable,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1188,Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1189,Macrozamia platyrhachis,cycad,Endangered,Endemic,QLD,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae
1190,Maireana cheelii,Chariot Wheels,Vulnerable,Extinct,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1191,Maireana cheelii,Chariot Wheels,Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1192,Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Present,"NT, WA",Animalia,Chordata,Aves,Passeriformes,Maluridae
1193,Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Endemic,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae
1194,Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Endemic,WA,Animalia,Chordata,Aves,Passeriformes,Maluridae
1195,Manorina melanotis,Black-eared Miner,Endangered,Present,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Meliphagidae
1196,Marattia salicina,"King Fern, Para, Potato Fern",Endangered,Endemic,"AET, NI",Plantae,Polypodiophyta,Polypodiatae,Marattiales,Marattiaceae
1197,Marginaster littoralis,Derwent River Seastar,Critically Endangered,Present,TAS,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae
1198,Marianthus paralius,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Pittosporaceae
1199,Marsdenia araujacea,,Extinct,Extinct,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae
1200,Marsdenia brevifolia,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae
1201,Marsdenia longiloba,Clear Milkvine,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae
1202,Marsdenia paludicola,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae
1203,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Extinct,SA,Animalia,Chordata,Mammalia,Rodentia,Muridae
1204,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Present,"ACT, NSW, VIC",Animalia,Chordata,Mammalia,Rodentia,Muridae
1205,Mathewsoconcha grayi ms,Gray's Helicarionid Land Snail,Critically Endangered,Present,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae
1206,Mathewsoconcha phillipii,Phillip Island Helicarionid Land Snail,Critically Endangered,Present,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae
1207,Mathewsoconcha suteri,a helicarionid land snail,Critically Endangered,Present,"AET, NI",Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae
1208,Medicosma elliptica,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
1209,Medicosma obovata,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
1210,Megaptera novaeangliae,Humpback Whale,Vulnerable,Present,"ACR, AET, ANT, CI, CKI, CSI, HI, NI, NSW, NT, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae
1211,Megascolides australis,Giant Gippsland Earthworm,Vulnerable,Endemic,VIC,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae
1212,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1213,Melaleuca biconvexa,Biconvex Paperbark,Vulnerable,Present,TER,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1214,Melaleuca deanei,Deane's Melaleuca,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1215,Melaleuca kunzeoides,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1216,Melaleuca sciotostyla,Wongan Melaleuca,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1217,Melaleuca sp. Wanneroo (G.J. Keighery 16705),,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1218,Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Endemic,NT,Animalia,Chordata,Aves,Passeriformes,Petroicidae
1219,Melanotaenia eachamensis,Lake Eacham Rainbowfish,Endangered,Endemic,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae
1220,Melichrus sp. Gibberagee (Benwell 97239),Narrow-leaf Melichrus,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae
1221,Melichrus sp. Newfoundland State Forest (P.Gilmour 7852),Hairy Melichrus,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1222,Melicope littoralis,Shade Tree,Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae
1223,Melicytus latifolius,Norfolk Island Mahoe,Critically Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae
1224,Melicytus ramiflorus subsp. oblongifolius,"Whiteywood, a tree",Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae
1225,Melomys rubicola,Bramble Cay Melomys,Extinct,Extinct,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae
1226,Meryta angustifolia,a tree,Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae
1227,Meryta latifolia,"Shade Tree, Broad-leaved Meryta",Critically Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae
1228,Mesembriomys gouldii gouldii,"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Present,"NT, WA",Animalia,Chordata,Mammalia,Rodentia,Muridae
1229,Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),Vulnerable,Present,NT,Animalia,Chordata,Mammalia,Rodentia,Muridae
1230,Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,Present,QLD,Animalia,Chordata,Mammalia,Rodentia,Muridae
1231,Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Endemic,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae
1232,Microcarpaea agonis,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae
1233,Microcorys eremophiloides,Wongan Microcorys,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae
1234,Microlepidium alatum,,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae
1235,Micromyrtus blakelyi,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1236,Micromyrtus grandis,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1237,Micromyrtus minutiflora,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1238,Micropathus kiernani,"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,Present,TAS,Animalia,Arthropoda,Insecta,Orthoptera,Rhaphidophoridae
1239,Microtis angusii,Angus's Onion Orchid,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1240,Microtis globula,South-Coast Mignonette Orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1241,Milyeringa veritas,Blind Gudgeon,Vulnerable,Endemic,WA,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae
1242,Miniopterus orianae bassanii,Southern Bent-wing Bat,Critically Endangered,Present,"SA, VIC",Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae
1243,Minuria tridens,Minnie Daisy,Vulnerable,Present,"NT, WA",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1244,Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Vulnerable,Present,NT,Animalia,Chordata,Aves,Passeriformes,Alaudidae
1245,Mirounga leonina,Southern Elephant Seal,Vulnerable,Present,"AET, ANT, HI, OCE, SA, TAS",Animalia,Chordata,Mammalia,Pinnipedia,Phocidae
1246,Mirounga leonina,Southern Elephant Seal,Vulnerable,Vagrant,"NSW, VIC, WA",Animalia,Chordata,Mammalia,Pinnipedia,Phocidae
1247,Mitrella tiwiensis,a vine,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae
1248,Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,Present,"NSW, QLD, VIC",Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1249,Mixophyes fleayi,Fleay's Frog,Endangered,Present,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1250,Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",Endangered,Present,"NSW, QLD",Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1251,Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,Endemic,SA,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae
1252,Monogramma dareicarpa,Grass Fern,Extinct,Extinct,QLD,Plantae,Polypodiophyta,Polypodiatae,Pteridales,Pteridaceae
1253,Muehlenbeckia australis,"Shrubby Creeper, Pohuehue",Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae
1254,Muehlenbeckia tuggeranong,Tuggeranong Lignum,Endangered,Endemic,ACT,Plantae,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae
1255,Musa fitzalanii,Daintree's River Banana,Extinct,Extinct,QLD,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Musaceae
1256,Myoporum cordifolium,Jerramungup Myoporum,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
1257,Myoporum obscurum,"Popwood, Sandalwood, Bastard Ironwood",Critically Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Myoporaceae
1258,Myriocephalus nudus,,Extinct,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1259,Myriophyllum coronatum,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae
1260,Myriophyllum lapidicola,Chiddarcooping Myriophyllum,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae
1261,Myriophyllum porcatum,Ridged Water-milfoil,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae
1262,Myrmecobius fasciatus,Numbat,Endangered,Endemic,WA,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae
1263,Myrmecobius fasciatus,Numbat,Endangered,Extinct,NT,Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae
1264,Myrmecobius fasciatus,Numbat,Endangered,Present,"NSW, SA",Animalia,Chordata,Mammalia,Polyprotodonta,Myrmecobiidae
1265,Myrmecodia beccarii,Ant Plant,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae
1266,Myrsine ralstoniae,Beech,Vulnerable,Present,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae
1267,Myrsine richmondensis,"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae
1268,Mystivagor mastersi,Masters' Charopid Land Snail,Critically Endangered,Present,"AET, NSW",Animalia,Mollusca,Gastropoda,Pulmonata,Charopidae
1269,Nangura spinosa,Nangur Spiny Skink,Critically Endangered,Endemic,QLD,Animalia,Chordata,Reptilia,Squamata,Scincidae
1270,Nannatherina balstoni,Balston's Pygmy Perch,Vulnerable,Endemic,WA,Animalia,Chordata,Actinopterygii,Perciformes,Nannopercidae
1271,Nannoperca obscura,Yarra Pygmy Perch,Vulnerable,Present,"SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1272,Nannoperca oxleyana,Oxleyan Pygmy Perch,Endangered,Present,"NSW, QLD",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1273,Nannoperca pygmaea,Little Pygmy Perch,Endangered,Endemic,WA,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
1274,Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,Present,"SA, VIC",Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae
